topic,category,question,answer,keywords,timestamp
University Bus Service Operation,Student Life,يخوان باصات الجامعة شغاله؟,نعم.,"['باصات', 'الجامعة']",2025-03-02
Academic Advising for Failed Course,Academic,هل فيه شخص أو مسؤول اقدر اقابله مثل العميد بإمكانه إيجاد حل لمشكلتي بعد الرسوب في مادة؟,إذا مقدم على تخصص هندسة يمكنك التواصل مع الAcademic advisor عبر البريد الإلكتروني bridging@utmspace.edu.my.,"['مشكلة', 'رسوب', 'Academic advisor']",2025-07-02
Visa Application Status Inquiry,Visa/Immigration,ممكن الرابط الي تقدر تشوف معاملة الفيزا كم بالميه؟,حمل تطبيقهم افضل أو استخدم هذا الرابط: https://visa.educationmalaysia.gov.my/emgs/application/searchForm/,"['فيزا', 'معاملة', 'رابط']",2025-07-02
Foundation Semester Registration,Academic,هل لازم اني اسافر جوهور عشان اسجل في سمستر الفونديشن؟,يمكن التسجيل عن بعد.,"['التسجيل', 'سمستر', 'فونديشن']",2025-05-02
DAAD Scholarship Preparation,Academic,متى موعد التقديم لمنحة DAAD؟,المنحة بتفتح في شهر أبريل.,"['منحة', 'DAAD', 'تقديم']",2025-08-02
Transitioning from Bridging to Bachelor's Degree,Academic,هل يلزم دفع رسوم مباشر أو في مدة معينة عند تسجيل من bridging إلى بكالوريس ؟,الدفعة هذه اللي طلعت من bridging إلى التخصص هذه السنة ما دفعوا الرسوم مباشرة، بس خلال السمستر، أو قبل ال pre-registration. الرسوم تعتمد إذا كنت طالب عادي ٨ آلاف وحاجة، ولكن كطالب IDP بتكون 10.000 رسوم التخصص + 1075 رسوم خدمة.,"['bridging', 'بكالوريس', 'رسوم', 'تخصص']",2025-02-09
Traffic Violation Discount Information in Malaysia,Student Life,هل هناك تخفيض على مخالفات المرور في ماليزيا؟,نعم، تخفيضات غالباً ما تُعرض خلال مواسم الاحتفالات مثل هاري رايا أو أيام وطنية. وتكون هذه التخفيضات عادةً معلنة من قبل الشرطة الماليزية أو إدارة النقل. براي، تأكد من متابعة الإعلانات الرسمية.,"['مخالفات المرور', 'تخفيض', 'ماليزيا']",2025-02-11
Requirements for Family Visit Visa to Saudi Arabia,Visa/Immigration,ما هي الخطوات للحصول على تأشيرة زيارة عائلية للسعودية من مكتب تأشير في كوالالمبور؟,تدخل على موقع تأشير وتحجز موعد وتجهز صورة من الفيزة الماليزية وصورة من الصفحة الأول للجواز وشهادة الميلاد مختمة من السفارة. تسلمهم الأوراق تحت الأضواء المطلوبة.,"['تأشيرة زيارة', 'السعودية', 'مكتب تأشير']",2025-02-13
Language Institute Recommendations in Kuala Lumpur,Academic,ما هي أفضل معاهد لتدريس اللغة الإنجليزية في كوالالمبور؟,من المعاهد الموصى بها هناك ELS، ويقول البعض إنه جيد لكنه غالي. هناك أيضاً شيفيلد أكاديمي وEMS. يفضل أن تسأل أكثر للحصول على معلومات دقيقة.,"['معاهد اللغة', 'اللغة الإنجليزية', 'كوالالمبور']",2025-02-12
Student Accommodation near UTMKL,Student Life,ما هو السكن المتوفر بالقرب من UTMKL من حيث الموقع والأسعار؟,متوفر غرف تبعد عن الجامعة 15 إلى 20 دقيقة مشي على الأقدام. السكن في الجامعة مليان، لكن يمكن التواصل مع زملائك لمعرفة المزيد.,"['السكن', 'UTMKL', 'الإقامة']",2025-02-12
TOEFL Exam Requirements,Academic,كم النتيجة المطلوبة في اختبار التوفل للجامعة؟,نتيجة التوفل المطلوبة تعتمد على الجامعة، ولكن يجب عليك التحضير جيداً والتدرب عبر اختبارات تجريبية على الإنترنت.,"['TOEFL', 'اختبار', 'تحضير']",2025-02-15
TOEFL and IELTS Preparation,Academic,هل فيه قد اختبر توفل?,ما قد اختبرت توفل لكن ما يعادلها فالايلتس ٥.٥ مش صعبه حضر كويس وسوي اختبارات تجريبيه اونلاين وامورك تمشي بإذن الله.,"['TOEFL', 'IELTS', 'test preparation']",2025-02-15
IELTS Practice Tests,Academic,ايش اسم الموقع الي اقدر اجرب فيه اختبار تجريبي؟,https://ieltsonlinetests.com,"['IELTS', 'practice tests', 'online testing']",2025-02-15
Bus Departure Timing,Student Life,هل بيحصل مشكلة إذا جيت في خلال نص ساعة الأخيرة؟,لا مشكلة بس اعمل حسابك لاقل شيئ ربع ساعة يحتاج وقت من شان لما تدخل الكاونتر توريهم الحجز ويشيكوه ويعطوك تذكرة وياخذوا تقريبا رينجت او 2.,"['bus', 'departure time', 'traveling']",2025-02-16
Registration for Foundation Semester,Academic,هل اقدر اسجل في سمستر الفونديشن اونلاين او لازم اروح لين عندهم?,لا يوجد إجابة دقيقة للقاعدة هنا.,"['foundation semester', 'registration']",2025-02-16
Visa Application Issues,Visa/Immigration,ابغى اعرف اذا فيه واحد واجه نفس هذي المشكلة وكيف حلها?,الكليه و utmi قالوا مافي مشكلة المهم انك تاخذ ورقة خاصة من عندنا توضح الموضوع.,"['visa', 'academic advisor', 'issues']",2025-02-18
Dr. Inquiry for PhD,Academic,هل في أحد تخصصه Electrical Power Engineering او يعرف احد تخصصه كذا يا ليت يتواصل معاي خاص.,عندك الرابط هذا فيه ٣٤ دكتور يخص الباور.,"['PhD', 'Electrical Power Engineering', 'university faculty']",2025-02-17
Deadline for Bridging Registration,Academic,كيف اعرف متى اخر يوم للتسجيل ف البريديج?,الأفضل تتواصل مع المكتب الخاص بالكلية لأنه التغيير من عندهم.,"['bridging program', 'registration deadline', 'academic advisor']",2025-02-20
Bridging Program Registration Inquiry,Academic,متى اخر موعد للتسجيل في البريدجينغ؟,نعم,"['Bridging', 'التسجيل', 'موعد']",2025-02-23
Visa Renewal Process for Students,Visa/Immigration,كيف الحال شباب فيزتي بتنتهي ١٠/٤ وحاليا أنا في اليمن هل لازم ارجع ماليزيا لاجراءات التجديد ولا اقدر اقدم من الموقع بعدين ارجع لما يبقى أسبوع على انتهاء الفيزا؟,كل اجرائات التجديد اونلاين ماعدا الإجراء الخير وهو تسليم الجواز.,"['فيزا', 'تجديد', 'ماليزيا']",2025-02-24
Master's Student Late Arrival,Academic,في طالب ماجستير سجل على أساس يبداء في ترم شهر مارس وقد طلع eVAL وكل أوراقة جاهز بس بسبب ظروف معينة لن يستطيع الوصول الى ماليزيا الا بعد بداية الدراسة بأسبوع هل في اي إشكالية عليه؟,لا,"['ماجستير', 'الدراسة', 'تسجيل']",2025-02-24
Assistance with an Assignment,Academic,لو سمحتم عندي واجب واحتاج احد يساعدني ويضبط لي الصيغه والأخطاء الاملائية.,إذا كان هناك أحد يمكنه المساعدة، يرجى التواصل بشكل خاص.,"['واجب', 'مساعدة', 'تصحيح']",2025-02-22
Foundation Exam Application,Academic,شباب كيف اقدم على اختبار الفوندشن؟,أمسح الكود هناك وسجل معلوماتك وخلاص اعتقد بيدخلك على الموقع ويطلب منك الماترك وكلمة مرور فا ادخل الماترك في الاثنين وبعدها معلوماتك واختار السكشن.,"['اختبار', 'فوندشن', 'تقديم']",2025-02-27
Exam Resit Inquiry,Academic,لو سويت اعادة تصحيح هل ممكن تنقص الدرجه؟!,لا ما تنقص، يا اعلى او تظل نفس ما هي. لكن خلاص تقفل التقديم من ٤ ايام اصلا.,"['اعادة تصحيح', 'درجات', 'استفسار']",2025-02-27
CCNA Certification Exam,Academic,فيه دوره اسمها ccna وعليها اختبار وشهادة من سيسكو؟ متى مثلا يقدر يختبر وكيف طريقتهم وسعره؟,معلوماتي هذي دوره تجيب وظيفه على طول خاصة في أميركا.,"['CCNA', 'اختبار', 'شهادة', 'سيسكو']",2025-02-28
Travel Requirement after University Processing,Other,لو سمحتم عندي استفسار انا جوازي سلمته للجامعه قبل فتره عشان المعامله والحين خلص ف وش المتطلبات الي بعد م استلم الجواز احد يقدر يفيدني?,لا توجد إجابة واضحة.,"['جواز', 'معاملة', 'سفر']",2025-02-28
Ramadan Start Date Confirmation,Other,احد عنده خبر متى اول رمضان؟,اليوم الرؤيه الرسميه للهلال بالليل ان شاء الله نعرف.,"['رمضان', 'تاريخ', 'رؤية الهلال']",2025-02-28
Visa Renewal and Travel Concerns,Visa/Immigration,هل يمكنني السفر بدون أن أسلم جواز السفر لأن فيزتي تنتهي بعد العودة؟,ممكن الجواز يكون هناك في فتره اسبوعين إلى ثلاثه أسابيع. ما ينفع ترجع وفيزتك منتهية. اما تسافر وترجع قبل ما تنتهي الفيزا او تنتظر الفيزا تتجدد وتسافر.,"['visa', 'renewal', 'travel']",2025-01-03
Insurance and Medical Facilities,Academic,هل يعرف أحد عيادة متخصصة في العظام أو مستشفى تقبل التأمين؟,ليس لدي تفاصيل بذلك.,"['insurance', 'medical', 'hospital']",2025-01-01
Cultural Committee Activities,Academic,هل هناك نشاطات من اللجنة الثقافية حالياً؟,اللجنة الثقافية شغالة ما شاء الله.,"['cultural committee', 'activities']",2025-01-03
Car Project Requirements,Academic,أين يمكنني العثور على قطع غيار لصنع سيارة؟,بتاخذ ورقه من دكتورك وتروح احد اللابات وتسوي مشروعك، والاشياء الالكترونيه الثانيه في كلية الكهربا في محل يبيعها.,"['car project', 'parts', 'supplies']",2025-01-04
Traveling to Singapore by Bus,Visa/Immigration,هل يمكنني الذهاب إلى سنغافورة بالباص والسفر بعد ذلك من المطار؟,يمديك كلاهما طالما أنك تمتلك الفيزة.,"['Singapore', 'travel', 'bus', 'visa']",2025-01-03
Prototype Model for Car Parts,Academic,مثل إيش قطع سيارات بدك يعني؟ مكينه؟ جير؟ أجزاء البودي؟,أجزاء البودي تجيبها من محل سكراب .. أو تروح لمخبر الأوتوموتيف و الفنيين هناك تشرحلهم إيش بدك تعمل و يدلوك كيف تستخدم المخبر منشان تصنع المجسم اللي بدك.,"['Prototype', 'Car Parts', 'Model']",2025-01-04
PhD Admission Criteria,Academic,هل يقدر احد يقدم على برنامج الدكتوراه لو جاب معدل تراكمي 3.8 في البكالوريوس بدون مايأخذ ماستر؟,نعم.,"['PhD', 'Admission', 'Bachelor']",2025-01-04
